  1.000000000e+00  1.000200000e+02 
  2.009900000e+02  1.040062950e+02 
  4.009800000e+02  1.079130079e+02 
  6.009700000e+02  1.116641278e+02 
  8.009600000e+02  1.151898460e+02 
  1.000950000e+03  1.184293389e+02 
  1.200940000e+03  1.213331929e+02 
  1.400930000e+03  1.238653737e+02 
  1.600920000e+03  1.260046632e+02 
  1.800910000e+03  1.277455047e+02 
  2.000900000e+03  1.290982253e+02 
  2.200890000e+03  1.300886232e+02 
  2.400880000e+03  1.307569401e+02 
  2.600870000e+03  1.311562568e+02 
  2.800860000e+03  1.313503772e+02 
  3.000850000e+03  1.314112846e+02 
  3.200840000e+03  1.314162731e+02 
  3.400830000e+03  1.314448654e+02 
  3.600820000e+03  1.315756436e+02 
  3.800810000e+03  1.318831163e+02 
  4.000800000e+03  1.324347483e+02 
  4.200790000e+03  1.332882719e+02 
  4.400780000e+03  1.344893850e+02 
  4.600770000e+03  1.360699293e+02 
  4.800760000e+03  1.380466218e+02 
  5.000750000e+03  1.404203874e+02 
  5.200740000e+03  1.431763229e+02 
  5.400730000e+03  1.462842904e+02 
  5.600720000e+03  1.497001193e+02 
  5.800710000e+03  1.533673666e+02 
  6.000700000e+03  1.572195669e+02 
  6.200690000e+03  1.611828823e+02 
  6.400680000e+03  1.651790454e+02 
  6.600670000e+03  1.691284795e+02 
  6.800660000e+03  1.729534705e+02 
  7.000650000e+03  1.765812650e+02 
  7.200640000e+03  1.799469705e+02 
  7.400630000e+03  1.829961420e+02 
  7.600620000e+03  1.856869527e+02 
  7.800610000e+03  1.879918607e+02 
  8.000600000e+03  1.898987077e+02 
  8.200590000e+03  1.914112029e+02 
  8.400580000e+03  1.925487758e+02 
  8.600570000e+03  1.933458011e+02 
  8.800560000e+03  1.938502289e+02 
  9.000550000e+03  1.941216730e+02 
  9.200540000e+03  1.942290347e+02 
  9.400530000e+03  1.942477558e+02 
  9.600520000e+03  1.942568120e+02 
  9.800510000e+03  1.943355640e+02 
  1.000050000e+04  1.945605942e+02 
  1.020049000e+04  1.950026541e+02 
  1.040048000e+04  1.957238435e+02 
  1.060047000e+04  1.967751357e+02 
  1.080046000e+04  1.981943448e+02 
  1.100045000e+04  2.000046189e+02 
  1.120044000e+04  2.022135169e+02 
  1.140043000e+04  2.048127076e+02 
  1.160042000e+04  2.077783016e+02 
  1.180041000e+04  2.110718035e+02 
  1.200040000e+04  2.146416467e+02 
  1.220039000e+04  2.184252486e+02 
  1.240038000e+04  2.223515059e+02 
  1.260037000e+04  2.263436284e+02 
  1.280036000e+04  2.303222003e+02 
  1.300035000e+04  2.342083462e+02 
  1.320034000e+04  2.379268748e+02 
  1.340033000e+04  2.414092767e+02 
  1.360032000e+04  2.445964552e+02 
  1.380031000e+04  2.474410818e+02 
  1.400030000e+04  2.499094833e+02 
  1.420029000e+04  2.519829840e+02 
  1.440028000e+04  2.536586499e+02 
  1.460027000e+04  2.549494059e+02 
  1.480026000e+04  2.558835205e+02 
  1.500025000e+04  2.565034790e+02 
  1.520024000e+04  2.568642898e+02 
  1.540023000e+04  2.570312917e+02 
  1.560022000e+04  2.570775493e+02 
  1.580021000e+04  2.570809404e+02 
  1.600020000e+04  2.571210516e+02 
  1.620019000e+04  2.572760056e+02 
  1.640018000e+04  2.576193474e+02 
  1.660017000e+04  2.582171120e+02 
  1.680016000e+04  2.591251927e+02 
  1.700015000e+04  2.603871124e+02 
  1.720014000e+04  2.620322893e+02 
  1.740013000e+04  2.640748635e+02 
  1.760012000e+04  2.665131340e+02 
  1.780011000e+04  2.693296260e+02 
  1.800010000e+04  2.724917879e+02 
  1.820009000e+04  2.759532885e+02 
  1.840008000e+04  2.796558643e+02 
  1.860007000e+04  2.835316417e+02 
  1.880006000e+04  2.875058429e+02 
  1.900005000e+04  2.914997664e+02 
  1.920004000e+04  2.954339250e+02 
  1.940003000e+04  2.992312133e+02 
  1.960002000e+04  3.028199825e+02 
  1.980001000e+04  3.061368955e+02 
